TAB delimited data file. Format the Date & Time column as dd/mm/yyyy hh:mm:ss to see the seconds values - 1ml

Date & Time	Temp (C)	Rhodamine (ug/L)	
15/05/2023 11:29:47	16.30	0.84	
15/05/2023 11:29:49	16.30	0.56	
15/05/2023 11:29:51	16.30	0.10	
15/05/2023 11:29:53	16.30	0.31	
15/05/2023 11:29:55	16.30	0.72	
15/05/2023 11:29:57	16.30	7.30	
15/05/2023 11:29:59	16.30	11.93	
15/05/2023 11:30:01	16.30	22.86	
15/05/2023 11:30:03	16.30	27.05	
15/05/2023 11:30:05	16.30	41.83	
15/05/2023 11:30:07	16.30	42.20	
15/05/2023 11:30:09	16.30	42.15	
15/05/2023 11:30:11	16.30	42.44	
15/05/2023 11:30:13	16.30	36.49	
15/05/2023 11:30:15	16.30	31.77	
15/05/2023 11:30:17	16.30	21.09	
15/05/2023 11:30:19	16.30	17.85	
15/05/2023 11:30:21	16.30	14.28	
15/05/2023 11:30:23	16.30	19.50	
15/05/2023 11:30:25	16.30	20.05	
15/05/2023 11:30:27	16.30	19.71	
15/05/2023 11:30:29	16.30	20.24	
15/05/2023 11:30:31	16.30	32.95	
15/05/2023 11:30:33	16.30	33.84	
15/05/2023 11:30:35	16.28	45.83	
15/05/2023 11:30:37	16.28	27.66	
15/05/2023 11:30:39	16.24	23.28	
15/05/2023 11:30:41	16.22	27.57	
15/05/2023 11:30:43	16.20	21.84	
